non-article,2796,5549,1365,561,FinExp_0163.png,4167,6622
non-article,207,6368,3749,93,FinExp_0163.png,4167,6622
article,3018,228,1149,3772,FinExp_0164.png,4167,6622
article,0,223,2957,3800,FinExp_0164.png,4167,6622
title,0,0,4167,189,FinExp_0164.png,4167,6622
article,26,4127,1733,2362,FinExp_0164.png,4167,6622
article,1814,4116,2353,2362,FinExp_0164.png,4167,6622
article,3140,3960,1025,468,FinExp_0165.png,4167,6622
article,3140,4460,1025,893,FinExp_0165.png,4167,6622
article,3139,5380,1021,1085,FinExp_0165.png,4167,6622
article,517,5321,2553,1165,FinExp_0165.png,4167,6622
article,2139,3939,931,1319,FinExp_0165.png,4167,6622
article,2139,2907,2028,963,FinExp_0165.png,4167,6622
article,507,2928,1563,2308,FinExp_0165.png,4167,6622
article,528,827,3639,2021,FinExp_0165.png,4167,6622
article,17,849,441,1303,FinExp_0165.png,4167,6622
article,28,2184,431,691,FinExp_0165.png,4167,6622
article,28,2907,425,1080,FinExp_0165.png,4167,6622
article,23,4018,431,1298,FinExp_0165.png,4167,6622
article,33,5332,420,1106,FinExp_0165.png,4167,6622
article,0,262,4167,523,FinExp_0165.png,4167,6622
title,0,0,4167,206,FinExp_0165.png,4167,6622
article,0,245,4167,526,FinExp_0166.png,4167,6622
title,0,0,4167,202,FinExp_0166.png,4167,6622
article,3666,830,501,2898,FinExp_0166.png,4167,6622
article,3671,3784,496,2696,FinExp_0166.png,4167,6622
article,1948,4146,1665,1399,FinExp_0166.png,4167,6622
article,847,5614,2749,872,FinExp_0166.png,4167,6622
article,17,5587,782,846,FinExp_0166.png,4167,6622
article,2,4103,798,1404,FinExp_0166.png,4167,6622
article,847,4146,1037,1404,FinExp_0166.png,4167,6622
article,0,819,3608,3254,FinExp_0166.png,4167,6622
article,2093,5253,2074,1242,FinExp_0167.png,4167,6622
article,533,4807,1482,1666,FinExp_0167.png,4167,6622
article,2093,3420,2074,1749,FinExp_0167.png,4167,6622
article,522,3431,1527,1326,FinExp_0167.png,4167,6622
article,566,2378,2557,953,FinExp_0167.png,4167,6622
article,3185,228,975,3103,FinExp_0167.png,4167,6622
article,516,228,2613,2078,FinExp_0167.png,4167,6622
title,0,0,4167,184,FinExp_0167.png,4167,6622
article,15,273,451,613,FinExp_0167.png,4167,6622
article,32,930,435,858,FinExp_0167.png,4167,6622
article,36,1811,419,1462,FinExp_0167.png,4167,6622
article,41,3303,395,1648,FinExp_0167.png,4167,6622
article,41,4998,434,1462,FinExp_0167.png,4167,6622
article,1787,2740,1510,2524,FinExp_0168.png,4167,6622
article,15,5308,4152,1192,FinExp_0168.png,4167,6622
article,3447,234,720,4975,FinExp_0168.png,4167,6622
article,0,234,3324,2429,FinExp_0168.png,4167,6622
title,0,0,4167,189,FinExp_0168.png,4167,6622
article,0,2758,1736,2485,FinExp_0168.png,4167,6622
title,0,0,4148,211,FinExp_0169.png,4167,6622
article,790,234,3377,1012,FinExp_0169.png,4167,6622
article,802,1305,2270,2328,FinExp_0169.png,4167,6622
article,3124,1322,1043,2317,FinExp_0169.png,4167,6622
article,12,275,737,913,FinExp_0169.png,4167,6622
article,47,1228,690,1111,FinExp_0169.png,4167,6622
article,47,2387,684,503,FinExp_0169.png,4167,6622
article,41,2919,690,1065,FinExp_0169.png,4167,6622
article,53,4031,684,526,FinExp_0169.png,4167,6622
article,65,4598,673,677,FinExp_0169.png,4167,6622
article,53,5322,702,1129,FinExp_0169.png,4167,6622
article,808,5018,3359,1462,FinExp_0169.png,4167,6622
article,790,3690,1749,1281,FinExp_0169.png,4167,6622
article,2592,3702,1575,1264,FinExp_0169.png,4167,6622
non-article,1720,3983,2410,2515,FinExp_0170.png,4167,6622
non-article,2633,1713,1498,2246,FinExp_0170.png,4167,6622
non-article,2639,58,1492,1615,FinExp_0170.png,4167,6622
non-article,568,755,989,989,FinExp_0170.png,4167,6622
non-article,1592,760,994,1129,FinExp_0170.png,4167,6622
non-article,1603,1936,994,2006,FinExp_0170.png,4167,6622
non-article,568,2708,989,1228,FinExp_0170.png,4167,6622
non-article,550,1796,1030,877,FinExp_0170.png,4167,6622
non-article,106,3972,1503,2526,FinExp_0170.png,4167,6622
title,0,0,2598,199,FinExp_0170.png,4167,6622
article,0,228,2586,445,FinExp_0170.png,4167,6622
article,0,714,521,3176,FinExp_0170.png,4167,6622
non-article,0,3912,4167,2601,FinExp_0171.png,4167,6622
non-article,0,249,4167,3612,FinExp_0171.png,4167,6622
title,0,0,4167,205,FinExp_0171.png,4167,6622
non-article,0,234,4160,6278,FinExp_0172.png,4167,6622
title,0,0,4167,189,FinExp_0172.png,4167,6622
non-article,0,5308,4167,1207,FinExp_0173.png,4167,6622
non-article,0,3190,4167,2063,FinExp_0173.png,4167,6622
non-article,0,1860,4167,1287,FinExp_0173.png,4167,6622
non-article,0,234,4167,1576,FinExp_0173.png,4167,6622
title,0,0,4167,191,FinExp_0173.png,4167,6622
title,0,0,4155,202,FinExp_0174.png,4167,6622
article,1581,239,973,1968,FinExp_0174.png,4167,6622
article,2645,245,1522,1968,FinExp_0174.png,4167,6622
article,0,234,1512,2393,FinExp_0174.png,4167,6622
article,1581,2287,1510,737,FinExp_0174.png,4167,6622
non-article,3123,2281,1026,505,FinExp_0174.png,4167,6622
non-article,3155,2797,973,3662,FinExp_0174.png,4167,6622
non-article,1602,5231,1510,1234,FinExp_0174.png,4167,6622
non-article,1602,4630,1510,553,FinExp_0174.png,4167,6622
non-article,2629,3082,500,1500,FinExp_0174.png,4167,6622
non-article,1592,3593,994,1000,FinExp_0174.png,4167,6622
non-article,1586,3072,1005,484,FinExp_0174.png,4167,6622
non-article,1049,3790,521,633,FinExp_0174.png,4167,6622
non-article,1065,4449,479,713,FinExp_0174.png,4167,6622
non-article,1060,5199,495,1266,FinExp_0174.png,4167,6622
non-article,23,4694,1005,1776,FinExp_0174.png,4167,6622
article,0,234,4157,2007,FinExp_0175.png,4167,6622
title,0,0,4167,180,FinExp_0175.png,4167,6622
article,1612,2312,2555,929,FinExp_0175.png,4167,6622
article,2,2299,1548,950,FinExp_0175.png,4167,6622
non-article,16,3317,4151,3153,FinExp_0175.png,4167,6622
